timestamp,vDC,iDC,iA,iB,vA,vB,speed,regen_method,throttle,iqRef,iqFdb,temp_fet,power,error,SOC,vBMS,iBMS
10652,18961,398,4276,7510,701,557,47,1,-100,-5987,-5971,34,-58,0,99,4096,0
10653,18961,399,4323,7412,693,541,46,1,-100,-5987,-5980,34,-55,0,99,4096,0
10654,18961,398,4304,7291,689,530,46,1,0,-5987,-5988,34,-55,0,99,4096,0
10655,18950,397,1278,2721,691,523,46,1,0,-914,-1031,32,-10,0,99,4096,0
10656,18948,397,46,75,680,502,46,1,0,0,-50,32,-1,0,99,4096,0
10657,18947,397,30,33,679,501,46,1,0,0,-15,32,-1,0,99,4097,0
10658,18947,397,28,25,680,502,46,1,0,0,-1,32,-1,0,99,4097,0
10659,18947,397,27,25,681,502,45,1,0,0,-1,32,-1,0,99,4097,0
10660,18947,398,28,25,681,502,45,1,0,0,-3,32,-1,0,99,4097,0
10661,18947,397,29,26,682,502,45,1,0,0,2,32,-1,0,99,4097,0
10662,18947,397,28,24,684,503,44,1,0,0,2,32,-1,0,99,4095,0
10663,18947,398,28,28,683,502,44,1,0,0,1,32,-1,0,99,4095,0
10664,18947,397,27,28,681,502,44,1,0,0,1,32,-1,0,99,4095,0
10665,18947,397,28,25,683,503,44,1,0,0,3,32,-1,0,99,4095,0
10666,18947,398,27,24,683,502,44,1,0,0,1,32,-1,0,99,4095,0
10667,18947,397,30,26,685,504,44,1,0,0,2,32,-1,0,99,4096,1
10668,18947,397,28,27,687,506,43,1,0,0,2,32,-1,0,99,4096,1
10669,18947,395,29,26,686,504,43,1,0,0,1,32,-1,0,99,4096,1
10670,18947,396,28,26,686,504,43,1,0,0,3,32,-1,0,99,4096,1
10671,18947,396,29,25,682,504,43,1,0,0,3,32,-1,0,99,4096,1
10672,18947,397,28,26,666,492,42,1,0,0,1,32,-1,0,99,4095,0
10673,18947,397,28,26,654,465,41,1,0,0,5,32,-1,0,99,4095,0
10674,18947,398,27,25,652,454,41,1,0,0,0,32,-1,0,99,4095,0
10675,18947,398,28,26,681,489,41,1,0,0,-1,32,-1,0,99,4095,0
10676,18947,398,29,27,695,507,40,1,0,0,6,32,-1,0,99,4095,0
10677,18947,397,28,27,690,507,40,1,0,0,4,32,-1,0,99,4095,0
10678,18947,397,27,27,646,470,40,1,0,0,3,32,-1,0,99,4095,0
10679,18947,397,28,26,639,433,39,1,0,0,4,32,-1,0,99,4095,0
10680,18947,397,28,26,691,495,38,1,0,0,5,32,-1,0,99,4095,0
10681,18947,397,27,26,694,511,38,1,0,0,1,32,-1,0,99,4095,0
10682,18947,397,29,27,638,458,38,1,0,0,0,32,-1,0,99,4095,0
10683,18947,397,28,25,648,438,38,1,0,0,1,32,-1,0,99,4095,0
10684,18947,398,29,29,701,509,37,1,0,0,6,32,-1,0,99,4095,0
10685,18947,397,27,26,633,421,37,1,0,0,-2,32,-1,0,99,4095,0
10687,18947,397,28,26,700,505,37,1,0,0,2,32,-1,0,99,4095,0
10688,18947,399,27,24,664,489,37,1,0,0,-1,32,-1,0,99,4095,0
10689,18947,398,29,26,627,414,37,1,0,0,-2,32,-1,0,99,4095,0
10690,18947,398,28,25,699,504,37,1,0,0,0,32,-1,0,99,4095,0
10691,18947,399,28,24,665,491,37,1,0,0,0,32,-1,0,99,4095,0
10692,18947,398,30,30,626,415,37,1,0,0,-2,32,-1,0,99,4095,0
10693,18947,398,27,28,696,499,37,1,0,0,2,32,-1,0,99,4095,0
10694,18947,398,27,24,675,499,37,1,0,0,3,32,-1,0,99,4095,0
10695,18947,399,28,27,621,410,37,1,0,0,0,31,-1,0,99,4095,0
10696,18947,398,28,27,696,498,37,1,0,0,-1,32,-1,0,99,4095,0
10697,18947,399,28,25,672,497,37,1,0,0,0,32,-1,0,99,4095,0
10698,18947,398,29,27,622,410,37,1,0,0,-2,32,-1,0,99,4095,0
10699,18947,399,28,27,699,503,37,1,0,0,2,32,-1,0,99,4095,0
10700,18947,397,26,26,657,481,36,1,0,0,5,31,-1,0,99,4095,0
10701,18947,397,28,27,636,420,36,1,0,0,-2,32,-1,0,99,4095,0
10702,18947,396,27,25,706,514,36,1,0,0,5,31,-1,0,99,4095,0
10703,18947,396,29,28,616,422,35,1,0,0,4,31,-1,0,99,4095,0
10704,18947,397,28,27,686,481,35,1,0,0,-4,31,-1,0,99,4095,0
10705,18947,396,28,27,664,488,36,1,0,0,-2,31,-1,0,99,4095,0
10706,18947,398,28,27,636,414,35,1,0,0,1,31,-1,0,99,4095,0
10707,18947,398,28,26,700,514,34,1,0,0,6,31,-1,0,99,4095,0
10708,18947,397,30,31,608,394,34,1,0,0,2,31,-1,0,99,4095,0
10709,18947,397,29,30,708,514,34,1,0,0,6,31,-1,0,99,4095,0
10710,18947,397,29,30,604,396,33,1,0,0,1,31,-1,0,99,4095,0
10711,18947,399,29,28,710,513,33,1,0,0,2,31,-1,0,99,4095,0
10712,18947,399,29,31,604,399,33,1,0,0,-2,31,-1,0,99,4095,0
10713,18947,401,29,29,709,512,33,1,0,0,5,31,-1,0,99,4095,0
10714,18946,400,30,30,605,392,32,1,0,0,2,31,-1,0,99,4095,0
10715,18946,401,27,28,693,507,32,1,0,0,5,31,-1,0,99,4095,0
10716,18947,400,29,27,635,407,31,1,0,0,4,31,-1,0,99,4095,0
10717,18947,401,27,28,655,468,31,1,0,0,2,31,-1,0,99,4095,0
10718,18947,400,28,27,677,458,31,1,0,0,1,31,-1,0,99,4095,0
10719,18947,399,28,26,609,402,31,1,0,0,2,31,-1,0,99,4095,0
10720,18947,399,28,29,691,500,30,1,0,0,6,31,-1,0,99,4095,0
10721,18947,401,28,26,653,424,29,1,0,0,4,31,-1,0,99,4095,0
10722,18947,401,30,35,616,413,29,1,0,0,-8,31,-1,0,99,4095,0
10723,18947,402,28,31,706,507,31,1,0,0,-5,31,-1,0,99,4095,0
10724,18947,401,28,28,614,394,31,1,0,0,-7,31,-1,0,99,4095,0
10725,18947,400,31,35,693,511,32,1,0,0,-13,32,-1,0,99,4095,0
10726,18947,400,29,33,617,397,34,1,0,0,-7,31,-1,0,99,4095,0
10727,18947,400,30,32,706,514,34,1,0,0,-5,32,-1,0,99,4095,0
10728,18947,398,29,31,622,433,35,1,0,0,-8,32,-1,0,99,4095,0
10729,18947,399,29,27,675,468,36,1,0,0,-2,31,-1,0,99,4095,0
10730,18947,401,28,27,675,498,35,1,0,0,1,32,-1,0,99,4095,0
10731,18947,401,28,30,623,408,35,1,0,0,-7,32,-1,0,99,4095,0
10732,18947,400,29,28,706,510,35,1,0,0,3,31,-1,0,99,4095,0
10733,18947,400,29,28,628,440,35,1,0,0,3,31,-1,0,99,4095,0
10734,18947,400,29,30,670,461,35,1,0,0,-3,32,-1,0,99,4095,0
10735,18947,401,28,28,678,501,35,1,0,0,4,31,-1,0,99,4095,0
10736,18947,401,27,27,625,404,35,1,0,0,2,31,-1,0,99,4095,0
10737,18947,400,28,26,706,515,35,1,0,0,3,31,-1,0,99,4095,0
10738,18947,400,28,29,604,397,34,1,0,0,0,31,-1,0,99,4095,0
10739,18947,399,28,28,709,511,34,1,0,0,2,31,-1,0,99,4095,0
10740,18947,399,29,32,609,410,34,1,0,0,-4,31,-1,0,99,4095,0
10741,18947,400,29,29,702,499,33,1,0,0,5,31,-1,0,99,4095,0
10742,18947,401,29,32,611,412,33,1,0,0,-1,31,-1,0,99,4095,0
10743,18947,400,29,32,699,496,34,1,0,0,-3,31,-1,0,99,4095,0
10744,18947,399,29,28,624,431,33,1,0,0,5,31,-1,0,99,4095,0
10745,18947,400,28,30,690,482,33,1,0,0,0,31,-1,0,99,4095,0
10746,18947,401,28,29,629,439,34,1,0,0,0,31,-1,0,99,4095,0
10747,18947,400,29,29,686,476,33,1,0,0,4,31,-1,0,99,4095,0
10748,18947,399,30,32,609,401,31,1,0,0,10,31,-1,0,99,4095,0
10749,18947,399,28,34,686,495,30,1,0,0,14,31,-1,0,99,4095,0
10750,18947,398,33,39,667,440,28,1,0,0,21,30,-1,0,99,4095,0
10751,18947,398,32,37,636,415,25,1,0,0,16,30,-1,0,99,4095,0
10752,18947,398,31,32,636,415,24,1,0,0,9,30,-1,0,99,4095,0
10753,18947,398,33,36,647,426,23,1,0,0,15,30,-1,0,99,4095,0
10754,18947,398,31,35,653,433,21,1,0,0,12,30,-1,0,99,4095,0
10755,18947,399,34,46,661,439,20,1,0,0,17,29,-1,0,99,4095,0
10756,18947,398,953,1251,638,425,18,1,-100,-187,-159,29,-1,0,99,4095,0
10757,18951,402,3892,6516,562,348,17,1,-100,-5987,-5847,34,-14,0,99,4095,0
10758,18951,404,4601,8154,603,387,17,1,-100,-5987,-5962,34,-14,0,99,4095,0
10759,18950,403,4092,6642,646,461,15,1,-100,-5987,-5978,34,-15,0,99,4096,0
10760,18949,404,4036,7666,558,368,14,1,-100,-5987,-5971,33,-14,0,99,4096,0
10761,18949,405,4183,7432,622,395,12,1,-100,-5987,-5970,35,-14,0,99,4096,0
10762,18948,382,4522,7351,648,501,11,1,-100,-5987,-5983,31,-14,0,99,4096,0
10763,18949,85,25,37,445,432,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10764,18949,85,24,48,197,180,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10765,18949,85,24,51,19,156,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10766,18949,86,24,46,17,17,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10767,18949,86,24,44,35,35,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10768,18949,86,23,44,27,27,0,1,-100,-5987,-6117,32,0,0,99,4096,0
10769,18949,86,24,45,31,31,0,1,-100,-5987,-6117,33,0,0,99,4095,0
10770,18949,75,26,44,38,38,0,1,0,-5987,-6117,32,0,0,99,4095,0
10771,18949,71,26,43,24,24,0,1,0,-5987,-6117,32,0,0,99,4095,0
10772,18949,71,26,43,20,20,0,1,0,-5987,-6117,32,0,0,99,4095,0
10773,18949,72,26,44,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10774,18949,71,26,43,22,22,0,1,0,-5987,-6117,32,0,0,99,4096,0
10775,18950,71,27,44,23,23,0,1,0,-5987,-6117,33,0,0,99,4096,0
10776,18949,71,28,45,23,23,0,1,0,-5987,-6117,33,0,0,99,4096,0
10777,18949,71,26,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4096,0
10778,18949,71,26,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4096,0
10779,18949,72,26,44,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10780,18950,70,27,43,23,23,0,1,0,-5987,-6117,33,0,0,99,4095,0
10781,18949,71,27,46,29,29,0,1,0,-5987,-6117,32,0,0,99,4095,0
10782,18949,70,27,44,43,43,0,1,0,-5987,-6117,33,0,0,99,4095,0
10783,18950,69,27,45,18,18,0,1,0,-5987,-6117,33,0,0,99,4095,0
10784,18949,71,27,44,18,18,0,1,0,-5987,-6117,32,0,0,99,4095,0
10785,18949,71,27,45,23,23,0,1,0,-5987,-6117,32,0,0,99,4096,0
10786,18949,72,27,44,62,62,0,1,0,-5987,-6117,32,0,0,99,4096,0
10787,18949,71,27,46,18,18,0,1,0,-5987,-6117,33,0,0,99,4096,0
10788,18949,70,26,43,34,34,0,1,0,-5987,-6117,32,0,0,99,4096,0
10789,18949,72,27,44,34,34,0,1,0,-5987,-6117,32,0,0,99,4096,0
10790,18949,69,26,45,15,15,0,1,0,-5987,-6117,33,0,0,99,4095,0
10791,18949,70,26,43,25,25,0,1,0,-5987,-6117,33,0,0,99,4095,0
10792,18949,70,26,43,71,71,0,1,0,-5987,-6117,33,0,0,99,4095,0
10793,18949,71,27,45,62,62,0,1,0,-5987,-6117,33,0,0,99,4095,0
10794,18950,71,27,42,183,183,0,1,0,-5987,-6117,32,0,0,99,4095,0
10795,18949,71,27,44,161,161,0,1,0,-5987,-6117,33,0,0,99,4096,0
10796,18949,70,27,47,17,25,0,1,0,-5987,-6117,32,0,0,99,4096,0
10797,18949,71,27,43,88,88,0,1,0,-5987,-6117,33,0,0,99,4096,0
10798,18950,72,26,47,24,24,0,1,0,-5987,-6117,32,0,0,99,4096,0
10799,18949,70,26,44,63,63,0,1,0,-5987,-6117,33,0,0,99,4096,0
10800,18949,71,27,43,91,91,0,1,0,-5987,-6117,33,0,0,99,4095,0
10801,18949,72,26,45,24,24,0,1,0,-5987,-6117,32,0,0,99,4095,0
10802,18949,72,27,46,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10803,18949,73,26,46,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10804,18949,72,27,47,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10805,18949,71,27,49,15,18,0,1,0,-5987,-6117,33,0,0,99,4095,0
10806,18950,72,27,48,18,18,0,1,0,-5987,-6117,32,0,0,99,4095,0
10807,18949,70,26,47,18,18,0,1,0,-5987,-6117,33,0,0,99,4095,0
10808,18949,71,26,44,49,49,0,1,0,-5987,-6117,32,0,0,99,4095,0
10809,18949,71,26,44,45,45,0,1,0,-5987,-6117,33,0,0,99,4095,0
10810,18949,71,27,44,53,53,0,1,0,-5987,-6117,32,0,0,99,4095,0
10811,18950,71,26,45,42,42,0,1,0,-5987,-6117,32,0,0,99,4095,0
10812,18950,70,27,44,123,123,0,1,0,-5987,-6117,32,0,0,99,4095,0
10813,18950,67,26,45,46,46,0,1,0,-5987,-6117,32,0,0,99,4095,0
10814,18949,68,26,52,33,291,0,1,0,-5987,-6117,32,0,0,99,4095,0
10815,18949,68,27,44,467,389,0,1,0,-5987,-6117,32,0,0,99,4095,0
10816,18949,65,27,42,413,415,0,1,0,-5987,-6117,32,0,0,99,4095,0
10817,18949,66,27,53,499,609,0,1,0,-5987,-6117,32,0,0,99,4095,0
10818,18950,66,28,41,606,626,0,1,0,-5987,-6117,32,0,0,99,4095,0
10819,18949,67,27,50,634,749,0,1,0,-5987,-6117,32,0,0,99,4095,0
10820,18949,67,27,46,489,624,0,1,0,-5987,-6117,32,0,0,99,4095,0
10821,18949,66,27,44,752,766,0,1,0,-5987,-6117,32,0,0,99,4095,0
10822,18949,63,28,52,335,714,0,1,0,-5987,-6117,32,0,0,99,4095,0
10823,18949,63,27,39,870,747,0,1,0,-5987,-6117,32,0,0,99,4095,0
10824,18949,64,28,52,795,947,0,1,0,-5987,-6117,32,0,0,99,4095,0
10825,18950,65,28,53,513,848,0,1,0,-5987,-6117,32,0,0,99,4095,0
10826,18949,59,28,41,884,772,0,1,0,-5987,-6117,32,0,0,99,4095,0
10827,18949,63,28,50,856,990,0,1,0,-5987,-6117,32,0,0,99,4095,0
10828,18949,64,27,54,485,782,0,1,0,-5987,-6117,32,0,0,99,4095,0
10829,18950,67,28,41,829,775,0,1,0,-5987,-6117,32,0,0,99,4095,0
10830,18949,66,28,46,825,938,0,1,0,-5987,-6117,32,0,0,99,4095,0
10831,18950,66,28,53,422,761,0,1,0,-5987,-6117,32,0,0,99,4095,0
10832,18949,66,29,38,831,725,0,1,0,-5987,-6117,32,0,0,99,4095,0
10833,18949,66,28,53,620,769,0,1,0,-5987,-6117,32,0,0,99,4095,0
10834,18949,65,27,46,549,651,0,1,0,-5987,-6117,32,0,0,99,4095,0
10835,18949,67,27,47,748,783,0,1,0,-5987,-6117,32,0,0,99,4095,0
10836,18950,66,28,54,334,689,0,1,0,-5987,-6117,32,0,0,99,4096,0
10837,18950,66,27,41,832,722,0,1,0,-5987,-6117,32,0,0,99,4096,0
10838,18950,66,28,56,565,734,0,1,0,-5987,-6117,32,0,0,99,4096,0
10839,18949,65,27,48,679,826,0,1,0,-5987,-6117,32,0,0,99,4096,0
10840,18949,63,28,43,913,925,0,1,0,-5987,-6117,32,0,0,99,4096,0
10841,18949,65,28,57,548,731,0,1,0,-5987,-6117,32,0,0,99,4095,0
10842,18949,65,28,44,681,725,0,1,0,-5987,-6117,32,0,0,99,4095,0
10843,18950,69,26,51,21,166,0,1,0,-5987,-6117,32,0,0,99,4095,0
10844,18949,70,26,45,67,67,0,1,0,-5987,-6117,32,0,0,99,4095,0
10845,18949,69,26,44,174,174,0,1,0,-5987,-6117,32,0,0,99,4095,0
10846,18949,69,26,45,207,207,0,1,0,-5987,-6117,32,0,0,99,4096,0
10847,18949,69,26,48,157,136,0,1,0,-5987,-6117,32,0,0,99,4096,0
10848,18949,69,27,50,38,32,0,1,0,-5987,-6117,32,0,0,99,4096,0
10849,18949,71,26,46,19,19,0,1,0,-5987,-6117,32,0,0,99,4096,0
10850,18949,71,26,46,21,21,0,1,0,-5987,-6117,32,0,0,99,4096,0
10851,18949,71,26,44,66,66,0,1,0,-5987,-6117,32,0,0,99,4096,0
10852,18949,70,26,45,106,106,0,1,0,-5987,-6117,32,0,0,99,4096,0
10853,18949,69,26,47,39,120,0,1,0,-5987,-6117,32,0,0,99,4096,0
10854,18950,68,26,49,122,288,0,1,0,-5987,-6117,32,0,0,99,4096,0
10855,18949,69,26,43,308,260,0,1,0,-5987,-6117,32,0,0,99,4096,0
10856,18949,70,26,42,142,142,0,1,0,-5987,-6117,32,0,0,99,4096,0
10857,18949,71,26,47,17,17,0,1,0,-5987,-6117,32,0,0,99,4096,0
10858,18949,71,26,48,17,17,0,1,0,-5987,-6117,32,0,0,99,4096,0
10859,18949,71,27,47,19,19,0,1,0,-5987,-6117,32,0,0,99,4096,0
10860,18949,71,27,46,20,20,0,1,0,-5987,-6117,32,0,0,99,4096,0
10861,18949,70,27,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10862,18949,71,27,48,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10863,18949,71,26,47,52,52,0,1,0,-5987,-6117,32,0,0,99,4095,0
10864,18949,69,26,44,187,187,0,1,0,-5987,-6117,32,0,0,99,4095,0
10865,18949,68,26,43,223,223,0,1,0,-5987,-6117,32,0,0,99,4095,0
10866,18949,69,26,48,202,166,0,1,0,-5987,-6117,32,0,0,99,4096,0
10867,18949,70,27,51,52,132,0,1,0,-5987,-6117,32,0,0,99,4096,0
10868,18949,70,28,49,20,76,0,1,0,-5987,-6117,32,0,0,99,4096,0
10869,18949,72,26,47,19,19,0,1,0,-5987,-6117,32,0,0,99,4096,0
10870,18949,70,26,46,23,23,0,1,0,-5987,-6117,32,0,0,99,4096,0
10871,18949,71,27,45,24,24,0,1,0,-5987,-6117,32,0,0,99,4095,0
10872,18949,71,27,47,46,46,0,1,0,-5987,-6117,32,0,0,99,4095,0
10873,18949,73,26,46,49,49,0,1,0,-5987,-6117,32,0,0,99,4095,0
10874,18949,72,26,46,49,49,0,1,0,-5987,-6117,32,0,0,99,4095,0
10875,18949,70,27,46,57,57,0,1,0,-5987,-6117,32,0,0,99,4095,0
10876,18949,72,27,45,84,84,0,1,0,-5987,-6117,32,0,0,99,4095,0
10877,18949,71,26,45,83,83,0,1,0,-5987,-6117,32,0,0,99,4095,0
10878,18949,73,26,44,60,60,0,1,0,-5987,-6117,32,0,0,99,4095,0
10879,18949,72,26,44,58,58,0,1,0,-5987,-6117,32,0,0,99,4095,0
10881,18949,72,26,44,53,53,0,1,0,-5987,-6117,32,0,0,99,4095,0
10882,18949,71,27,46,33,33,0,1,0,-5987,-6117,32,0,0,99,4095,0
10883,18949,70,27,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10884,18949,72,27,46,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10885,18949,71,26,45,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10886,18949,71,27,44,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10887,18949,71,26,45,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10888,18949,73,27,46,20,20,0,1,0,-5987,-6117,32,0,0,99,4095,0
10889,18949,69,27,47,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10890,18949,70,26,48,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10891,18949,71,26,48,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10892,18949,70,26,46,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10893,18949,70,26,47,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10894,18949,69,26,47,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10895,18949,69,26,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10896,18949,70,26,47,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10897,18950,69,27,49,20,20,0,1,0,-5987,-6117,32,0,0,99,4096,0
10898,18949,70,26,48,19,19,0,1,0,-5987,-6117,32,0,0,99,4096,0
10899,18949,69,26,47,20,20,0,1,0,-5987,-6117,32,0,0,99,4096,0
10900,18949,71,26,46,20,20,0,1,0,-5987,-6117,32,0,0,99,4096,0
10901,18949,72,26,46,22,22,0,1,0,-5987,-6117,32,0,0,99,4096,0
10902,18949,71,27,46,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10903,18949,71,26,47,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10904,18949,71,26,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10905,18949,71,27,48,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10906,18949,70,27,45,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10907,18949,71,26,45,33,33,0,1,0,-5987,-6117,32,0,0,99,4095,0
10908,18949,69,27,43,61,61,0,1,0,-5987,-6117,32,0,0,99,4095,0
10909,18949,71,26,47,126,121,0,1,0,-5987,-6117,32,0,0,99,4095,0
10910,18949,70,26,48,85,102,0,1,0,-5987,-6117,32,0,0,99,4095,0
10911,18949,71,26,50,19,115,0,1,0,-5987,-6117,32,0,0,99,4095,0
10912,18949,71,27,48,17,17,0,1,0,-5987,-6117,32,0,0,99,4096,0
10913,18949,69,27,46,60,60,0,1,0,-5987,-6117,32,0,0,99,4096,0
10914,18949,71,25,44,141,141,0,1,0,-5987,-6117,32,0,0,99,4096,0
10915,18949,69,27,44,130,130,0,1,0,-5987,-6117,32,0,0,99,4096,0
10916,18949,71,26,45,74,74,0,1,0,-5987,-6117,32,0,0,99,4096,0
10917,18949,70,26,47,33,33,0,1,0,-5987,-6117,32,0,0,99,4095,0
10918,18949,71,26,47,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10919,18949,70,27,46,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10920,18949,71,27,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10921,18949,73,26,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10922,18949,72,26,49,20,20,0,1,0,-5987,-6117,32,0,0,99,4095,0
10923,18949,72,26,49,28,28,0,1,0,-5987,-6117,32,0,0,99,4095,0
10924,18949,71,27,48,44,44,0,1,0,-5987,-6117,32,0,0,99,4095,0
10925,18949,72,27,47,68,68,0,1,0,-5987,-6117,32,0,0,99,4095,0
10926,18949,71,27,47,78,78,0,1,0,-5987,-6117,32,0,0,99,4095,0
10927,18949,70,26,45,85,85,0,1,0,-5987,-6117,32,0,0,99,4095,0
10928,18949,69,26,44,69,69,0,1,0,-5987,-6117,32,0,0,99,4095,0
10929,18949,70,27,47,49,49,0,1,0,-5987,-6117,32,0,0,99,4095,0
10930,18949,70,26,46,28,28,0,1,0,-5987,-6117,32,0,0,99,4095,0
10931,18949,70,26,45,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10932,18949,69,26,46,16,16,0,1,0,-5987,-6117,32,0,0,99,4095,0
10933,18949,70,26,46,17,17,0,1,0,-5987,-6117,32,0,0,99,4095,0
10934,18949,70,27,45,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10935,18949,70,27,44,52,52,0,1,0,-5987,-6117,32,0,0,99,4095,0
10936,18949,70,27,46,34,34,0,1,0,-5987,-6117,32,0,0,99,4095,0
10937,18949,69,26,45,47,47,0,1,0,-5987,-6117,32,0,0,99,4095,0
10938,18949,69,27,46,45,45,0,1,0,-5987,-6117,32,0,0,99,4095,0
10939,18949,69,27,46,45,45,0,1,0,-5987,-6117,32,0,0,99,4095,0
10940,18949,69,27,45,29,29,0,1,0,-5987,-6117,32,0,0,99,4095,0
10941,18949,70,26,46,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10942,18949,70,27,48,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10943,18949,71,26,47,18,18,0,1,0,-5987,-6117,32,0,0,99,4095,0
10944,18949,71,27,47,17,17,0,1,0,-5987,-6117,32,0,0,99,4095,0
10945,18949,71,27,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10946,18949,72,27,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10947,18949,73,27,49,15,15,0,1,0,-5987,-6117,32,0,0,99,4095,0
10948,18949,71,27,48,18,18,0,1,0,-5987,-6117,32,0,0,99,4095,0
10949,18949,74,26,48,20,20,0,1,0,-5987,-6117,32,0,0,99,4095,0
10950,18949,72,26,48,21,21,0,1,0,-5987,-6117,32,0,0,99,4095,0
10951,18949,72,26,48,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10952,18949,71,27,47,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10953,18949,72,27,47,29,29,0,1,0,-5987,-6117,32,0,0,99,4096,0
10954,18949,71,26,48,53,53,0,1,0,-5987,-6117,32,0,0,99,4096,0
10955,18949,71,27,47,83,83,0,1,0,-5987,-6117,32,0,0,99,4096,0
10956,18950,71,26,45,88,88,0,1,0,-5987,-6117,32,0,0,99,4096,0
10957,18949,73,27,47,84,84,0,1,0,-5987,-6117,32,0,0,99,4096,0
10958,18949,73,26,48,85,85,0,1,0,-5987,-6117,32,0,0,99,4095,0
10959,18949,73,27,48,87,87,0,1,0,-5987,-6117,32,0,0,99,4095,0
10960,18949,70,27,48,69,69,0,1,0,-5987,-6117,32,0,0,99,4095,0
10961,18949,71,27,49,43,43,0,1,0,-5987,-6117,32,0,0,99,4095,0
10962,18949,71,26,50,27,27,0,1,0,-5987,-6117,32,0,0,99,4095,0
10963,18949,71,26,51,22,22,0,1,0,-5987,-6117,32,0,0,99,4095,0
10964,18949,71,26,50,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10965,18950,71,27,48,45,45,0,1,0,-5987,-6117,32,0,0,99,4095,0
10966,18949,70,27,47,35,35,0,1,0,-5987,-6117,32,0,0,99,4095,0
10967,18949,71,26,49,23,23,0,1,0,-5987,-6117,32,0,0,99,4095,0
10968,18949,72,27,50,24,24,0,1,0,-5987,-6117,32,0,0,99,4096,0
10969,18949,71,28,50,25,25,0,1,0,-5987,-6117,32,0,0,99,4096,0
10970,18949,71,27,53,15,31,0,1,0,-5987,-6117,32,0,0,99,4096,0
10971,18949,71,26,52,16,19,0,1,0,-5987,-6117,32,0,0,99,4096,0
10972,18949,70,27,49,17,17,0,1,0,-5987,-6117,32,0,0,99,4096,0
10973,18949,70,27,46,158,158,0,1,0,-5987,-6117,32,0,0,99,4096,0
10974,18949,70,27,44,286,286,0,1,0,-5987,-6117,32,0,0,99,4095,0
10975,18949,68,27,48,261,197,0,1,0,-5987,-6117,32,0,0,99,4095,0
10976,18949,68,27,53,40,165,0,1,0,-5987,-6117,32,0,0,99,4095,0
10977,18949,67,27,50,18,41,0,1,0,-5987,-6117,32,0,0,99,4095,0
10978,18949,71,27,49,19,19,0,1,0,-5987,-6117,32,0,0,99,4095,0
10979,18949,71,27,47,62,62,0,1,0,-5987,-6117,32,0,0,99,4095,0
10980,18949,71,27,46,110,110,0,1,0,-5987,-6117,32,0,0,99,4095,0
10981,18949,70,27,46,111,111,0,1,0,-5987,-6117,32,0,0,99,4095,0
10982,18949,71,27,47,86,86,0,1,0,-5987,-6117,32,0,0,99,4095,0
