timestamp,vDC,iDC,iA,iB,vA,vB,speed,regen_method,throttle,iqRef,iqFdb,temp_fet,power,error,SOC,vBMS,iBMS
9365,18938,406,2312,4172,674,475,38,1,55,3294,3286,30,24,0,99,4093,-1
9366,18938,407,2313,3865,683,494,39,1,55,3294,3291,30,29,0,99,4093,-1
9367,18938,405,2384,4225,654,478,39,1,55,3294,3301,30,29,0,99,4093,-1
9368,18938,404,2343,3865,613,406,38,1,55,3294,3296,30,23,0,99,4093,-1
9369,18938,405,2290,4124,673,473,38,1,55,3294,3293,30,21,0,99,4093,-1
9370,18938,406,2413,4012,681,495,38,1,55,3294,3293,30,21,0,99,4093,-1
9371,18938,406,2234,4000,627,442,38,1,55,3294,3289,30,23,0,99,4093,-1
9372,18938,406,2442,4113,634,428,38,1,55,3294,3296,30,28,0,99,4093,-1
9373,18938,407,2232,3933,683,488,38,1,55,3294,3295,30,22,0,99,4093,-1
9374,18942,404,2453,4377,707,549,38,1,0,1143,1235,31,8,0,99,4093,-1
9375,18946,396,33,38,628,430,38,1,0,0,4,31,-1,0,99,4093,-1
9376,18946,395,29,27,669,469,38,1,0,0,-1,31,-1,0,99,4093,-1
9377,18946,396,28,27,699,511,38,1,0,0,7,31,-1,0,99,4093,-1
9378,18947,394,28,28,635,456,37,1,0,0,4,31,-1,0,99,4093,-1
9379,18946,396,29,27,653,439,36,1,0,0,4,31,-1,0,99,4095,-1
9380,18947,396,27,26,698,512,36,1,0,0,4,31,-1,0,99,4095,-1
9381,18946,396,28,28,609,410,36,1,0,0,3,31,-1,0,99,4095,-1
9382,18946,398,28,28,688,487,36,1,0,0,-2,31,-1,0,99,4095,-1
9383,18947,396,27,26,665,489,36,1,0,0,2,31,-1,0,99,4095,-1
9384,18947,398,28,26,633,413,35,1,0,0,0,31,-1,0,99,4095,-1
9385,18946,397,28,26,702,514,35,1,0,0,5,31,-1,0,99,4095,-1
9386,18946,395,29,31,604,398,34,1,0,0,-3,31,-1,0,99,4095,-1
9387,18946,396,28,26,705,506,34,1,0,0,3,31,-1,0,99,4095,-1
9388,18947,396,28,28,618,424,34,1,0,0,1,31,-1,0,99,4095,-1
9389,18947,397,28,30,688,482,34,1,0,0,1,31,-1,0,99,4095,-1
9390,18947,395,28,28,644,462,34,1,0,0,1,31,-1,0,99,4095,0
9391,18947,396,28,28,659,444,34,1,0,0,-2,31,-1,0,99,4095,0
9392,18947,396,28,26,672,495,34,1,0,0,0,31,-1,0,99,4095,0
9393,18947,396,28,31,626,410,35,1,0,0,-10,31,-1,0,99,4095,0
9394,18947,396,30,35,697,506,36,1,0,0,-13,31,-1,0,99,4095,0
9395,18947,397,29,32,682,504,38,1,0,0,-13,32,-1,0,99,4095,0
9396,18947,395,29,30,629,440,39,1,0,0,0,31,-1,0,99,4095,0
9397,18947,397,28,29,657,454,38,1,0,0,-1,31,-1,0,99,4095,0
9398,18947,396,28,27,693,506,39,1,0,0,-5,32,-1,0,99,4095,0
9399,18947,396,28,28,688,507,40,1,0,0,-6,31,-1,0,99,4095,0
9400,18947,395,27,26,652,480,40,1,0,0,-4,31,-1,0,99,4095,0
9401,18947,395,27,28,648,453,40,1,0,0,-5,31,-1,0,99,4095,0
9402,18947,397,28,25,660,463,40,1,0,0,-3,31,-1,0,99,4095,0
9403,18947,395,29,31,691,502,40,1,0,0,4,31,-1,0,99,4095,0
9404,18947,394,29,34,687,504,40,1,0,0,-7,32,-1,0,99,4095,0
9405,18947,395,29,31,684,503,42,1,0,0,-9,32,-1,0,99,4095,0
9406,18947,395,28,27,684,504,43,1,0,0,-3,32,-1,0,99,4095,0
9407,18947,394,29,25,679,502,43,1,0,0,0,31,-1,0,99,4095,0
9408,18947,395,31,35,681,501,43,1,0,0,-12,32,-1,0,99,4095,0
9409,18947,394,29,31,682,501,45,1,0,0,-10,32,-1,0,99,4095,0
9410,18947,395,29,31,678,500,46,1,0,0,-8,32,-1,0,99,4095,0
9411,18947,394,28,29,675,499,47,1,0,0,-6,32,-1,0,99,4095,0
9412,18947,395,28,27,680,508,47,1,0,0,0,32,-1,0,99,4095,0
9414,18947,394,27,26,702,534,47,1,0,0,-4,32,-1,0,99,4095,0
9415,18947,394,28,28,708,540,47,1,0,0,-2,32,-1,0,99,4095,0
9416,18947,398,121,209,706,528,47,1,5,136,112,30,0,0,99,4095,0
9417,18945,402,209,352,702,513,47,1,10,300,285,28,2,0,99,4095,0
9418,18945,403,412,689,684,501,46,1,10,563,559,28,4,0,99,4095,0
9419,18945,404,429,739,680,499,45,1,10,599,602,28,4,0,99,4095,0
9420,18945,404,417,718,681,501,45,1,10,599,593,28,4,0,99,4095,0
9421,18945,402,415,730,680,501,46,1,10,599,588,28,4,0,99,4095,0
9422,18945,404,434,755,679,500,46,1,10,599,602,28,4,0,99,4095,0
9423,18944,403,529,922,678,500,46,1,15,713,712,28,5,0,99,4095,0
9424,18944,403,626,1050,685,514,47,1,20,899,885,28,8,0,99,4095,0
9425,18943,404,792,1377,701,529,47,1,20,1141,1142,28,11,0,99,4095,0
9426,18943,404,851,1498,706,535,47,1,20,1198,1192,28,10,0,99,4095,0
9427,18943,403,898,1499,708,526,47,1,25,1216,1213,28,13,0,99,4095,0
9428,18942,403,1065,1816,688,501,46,1,25,1497,1500,29,13,0,99,4095,0
9429,18942,403,1192,2070,677,495,46,1,30,1703,1700,29,14,0,99,4095,0
9430,18941,405,1276,2266,676,496,47,1,35,1832,1835,29,16,0,99,4095,0
9431,18940,406,1508,2622,675,495,47,1,35,2096,2092,29,18,0,99,4094,0
9432,18940,406,1644,2759,676,500,47,1,40,2259,2251,29,21,0,99,4094,0
9433,18939,406,1634,2842,708,538,48,1,45,2396,2384,29,26,0,99,4094,0
9434,18939,405,1889,3336,714,541,48,1,45,2629,2629,29,29,0,99,4094,0
9435,18939,404,1953,3274,711,520,48,1,50,2697,2698,29,29,0,99,4094,0
9436,18938,406,2056,3589,679,496,48,1,50,2994,2991,30,33,0,99,4094,0
9437,18937,406,2172,3768,677,499,49,1,50,2994,2980,30,33,0,99,4094,0
9438,18937,407,2069,3530,701,530,50,1,45,2974,2973,30,32,0,99,4094,0
9439,18938,407,1944,3395,740,569,50,1,45,2695,2689,29,29,0,99,4094,0
9440,18937,405,2000,3456,697,506,51,1,50,2901,2896,29,32,0,99,4094,0
9441,18936,405,2160,3685,684,515,51,1,55,2994,2979,30,33,0,99,4093,0
9442,18935,406,2337,4019,775,599,53,1,55,3270,3261,30,36,0,99,4093,0
9443,18935,405,2467,4324,677,502,54,1,60,3457,3457,30,38,0,99,4093,0
9444,18934,405,2529,4375,769,607,54,1,65,3593,3580,30,39,0,99,4093,0
9445,18933,407,2756,4752,697,513,55,1,70,3884,3874,30,43,0,99,4093,0
9446,18931,407,2936,5009,787,617,56,1,70,4131,4122,30,46,0,99,4092,-1
9447,18931,408,2949,5079,688,516,57,1,75,4200,4201,31,46,0,99,4092,-1
9448,18930,408,3112,5403,788,612,57,1,75,4491,4476,30,55,0,99,4092,-1
9449,18929,407,3211,5630,771,616,59,1,75,4491,4468,31,59,0,99,4092,-1
9450,18928,408,3180,5368,719,541,60,1,75,4491,4490,31,60,0,99,4092,-1
9451,18929,407,3137,5554,784,608,59,1,75,4491,4498,31,60,0,99,4092,-1
9452,18928,407,3261,5540,797,630,60,1,75,4491,4481,31,60,0,99,4092,-1
9453,18928,407,3133,5537,768,616,62,1,75,4491,4477,31,60,0,99,4092,-1
9454,18928,406,3148,5357,759,589,63,1,75,4491,4484,31,60,0,99,4092,-1
9455,18927,407,3234,5519,771,603,64,1,75,4491,4482,31,60,0,99,4092,-1
9456,18927,407,3184,5490,806,646,68,1,75,4491,4497,31,70,0,99,4091,-2
9458,18926,407,3170,5525,827,672,67,1,75,4491,4475,31,70,0,99,4091,-2
9459,18925,405,3241,5546,858,698,70,1,75,4491,4475,31,70,0,99,4091,-2
9460,18926,406,3185,5454,820,654,70,1,75,4491,4499,31,70,0,99,4091,-2
9461,18925,406,3119,5502,815,665,70,1,75,4491,4481,31,70,0,99,4091,-3
9462,18925,406,3250,5501,819,668,72,1,75,4491,4482,31,70,0,99,4091,-3
9463,18924,406,3110,5458,858,709,72,1,75,4491,4491,31,70,0,99,4091,-3
9464,18924,407,3256,5588,878,717,72,1,75,4491,4489,31,70,0,99,4091,-3
9465,18924,408,3113,5383,823,667,72,1,75,4491,4492,31,70,0,99,4091,-3
9466,18924,407,3245,5613,815,663,72,1,75,4491,4488,31,70,0,99,4091,-3
9467,18924,406,3161,5379,827,677,72,1,75,4491,4491,31,70,0,99,4091,-3
9468,18924,406,3175,5622,870,723,71,1,75,4491,4496,31,70,0,99,4091,-3
9469,18924,405,3237,5456,862,693,72,1,75,4491,4491,31,70,0,99,4091,-3
9470,18924,406,3135,5527,817,668,72,1,75,4491,4485,31,70,0,99,4091,-3
9471,18923,408,3230,5448,823,675,73,1,75,4491,4485,31,70,0,99,4091,-4
9472,18924,406,3133,5531,864,716,71,1,75,4491,4502,31,70,0,99,4091,-4
9473,18924,407,3254,5536,868,705,71,1,75,4491,4490,31,70,0,99,4091,-4
9474,18924,405,3110,5387,820,662,71,1,75,4491,4489,31,70,0,99,4091,-4
9475,18924,405,3202,5610,814,660,71,1,75,4491,4491,31,70,0,99,4091,-4
9476,18924,407,3246,5510,814,661,71,1,75,4491,4495,31,70,0,99,4090,-4
9477,18924,407,3111,5412,850,701,71,1,75,4491,4493,31,70,0,99,4090,-4
9478,18924,407,3224,5614,863,711,71,1,75,4491,4488,31,70,0,99,4090,-4
9479,18923,408,3195,5392,841,672,71,1,75,4491,4490,31,70,0,99,4090,-4
9480,18924,406,3124,5521,815,663,71,1,75,4491,4490,31,70,0,99,4090,-4
9481,18924,407,3255,5582,816,663,71,1,75,4491,4492,31,70,0,99,4090,-4
9482,18933,404,3356,5654,816,667,70,1,-100,1945,2060,31,31,0,99,4091,-4
9483,18965,397,4078,7146,815,704,70,1,-100,-5987,-5829,33,-93,0,99,4091,-4
9484,18965,397,4264,7443,818,707,70,1,-100,-5987,-5960,33,-95,0,99,4091,-4
9485,18960,395,3641,6110,825,702,69,1,0,-4217,-4265,33,-69,0,99,4091,-4
9486,18945,394,69,120,785,639,69,1,0,0,-86,32,-2,0,99,4091,-4
9487,18947,396,1612,2584,787,647,69,1,-100,-800,-786,33,-13,0,99,4097,-4
9488,18965,398,4155,7192,786,666,68,1,-100,-5987,-5868,34,-94,0,99,4097,-4
9489,18965,398,4208,7328,784,667,68,1,-100,-5987,-5971,34,-95,0,99,4097,-4
9490,18954,397,2846,4949,778,645,67,1,0,-2428,-2524,33,-41,0,99,4097,-4
9492,18946,397,55,88,773,631,66,1,0,0,-60,32,-2,0,99,4097,-4
9493,18945,397,32,40,776,633,66,1,0,0,-16,32,-1,0,99,4097,-4
9494,18945,396,29,29,777,634,66,1,0,0,-1,32,-1,0,99,4097,-4
9495,18945,394,28,28,775,631,66,1,0,0,3,32,-1,0,99,4097,-4
9496,18945,395,30,30,752,617,65,1,0,0,4,32,-1,0,99,4097,-4
9497,18946,395,31,33,730,576,63,1,0,0,11,32,-1,0,99,4095,3
9498,18945,396,30,28,743,581,62,1,0,0,12,32,-1,0,99,4095,3
9499,18945,396,36,47,775,615,59,1,0,0,24,32,-1,0,99,4095,3
9500,18945,395,30,30,675,513,57,1,0,0,8,32,-1,0,99,4095,3
9501,18946,397,34,42,760,602,54,1,0,0,20,32,-1,0,99,4095,3
9502,18946,397,32,36,690,508,52,1,0,0,12,32,-1,0,99,4095,3
9503,18946,395,30,32,687,526,52,1,0,0,6,32,-1,0,99,4095,3
9504,18946,396,29,28,748,584,52,1,0,0,8,32,-1,0,99,4095,3
9505,18946,395,451,1560,691,508,51,1,-100,-274,-250,32,-4,0,99,4095,3
9506,18960,396,4302,7332,666,521,51,1,-100,-5987,-5840,33,-67,0,99,4095,3
9507,18961,396,4087,7198,709,574,50,1,-100,-5987,-5963,34,-68,0,99,4096,0
9508,18961,396,4394,7487,731,582,50,1,-100,-5987,-5982,34,-69,0,99,4096,0
9509,18961,398,4103,7172,678,521,50,1,-100,-5987,-5982,34,-69,0,99,4096,0
9510,18961,397,4344,7560,668,518,49,1,-100,-5987,-5980,34,-69,0,99,4096,0
9511,18961,397,4307,7225,670,522,48,1,-100,-5987,-5984,34,-69,0,99,4096,0
9512,18961,397,4167,7193,683,536,47,1,-100,-5987,-5982,34,-60,0,99,4098,0
9513,18961,398,4192,7370,688,542,46,1,-100,-5987,-5982,34,-55,0,99,4098,0
9514,18961,396,4254,7473,693,547,46,1,-100,-5987,-5986,34,-55,0,99,4098,0
9515,18961,397,4212,7303,718,574,46,1,0,-5866,-5867,34,-54,0,99,4098,0
9516,18948,395,93,157,691,515,45,1,0,0,-118,32,-2,0,99,4098,0
9517,18947,394,39,56,685,506,45,1,0,0,-38,32,-1,0,99,4097,0
9518,18947,394,32,40,662,475,43,1,0,0,2,32,-1,0,99,4097,0
9519,18947,395,32,30,645,439,40,1,0,0,13,31,-1,0,99,4097,0
9520,18947,396,30,33,698,504,38,1,0,0,14,31,-1,0,99,4097,0
9521,18947,395,31,38,664,487,36,1,0,0,14,31,-1,0,99,4097,0
9522,18947,393,29,28,629,414,36,1,0,0,2,32,-1,0,99,4095,1
9523,18947,395,30,29,706,511,36,1,0,0,9,31,-1,0,99,4095,1
9524,18947,394,28,27,619,426,35,1,0,0,5,31,-1,0,99,4095,1
9525,18947,395,30,32,693,485,33,1,0,0,12,31,-1,0,99,4095,1
9526,18947,393,30,35,607,397,31,1,0,0,11,31,-1,0,99,4095,1
9527,18947,393,29,29,693,504,31,1,0,0,6,31,-1,0,99,4095,1
9528,18947,394,29,26,640,412,30,1,0,0,3,31,-1,0,99,4095,0
9529,18947,394,29,28,630,432,30,1,0,0,4,31,-1,0,99,4095,0
9530,18947,396,28,28,697,493,30,1,0,0,3,31,-1,0,99,4095,0
9531,18947,396,28,28,618,396,30,1,0,0,-1,31,-1,0,99,4095,0
9532,18947,396,28,26,644,450,29,1,0,0,5,31,-1,0,99,4095,0
9533,18947,397,27,26,693,484,29,1,0,0,0,31,-1,0,99,4095,0
9534,18947,397,29,28,620,397,29,1,0,0,4,31,-1,0,99,4095,0
9535,18947,396,27,29,631,430,28,1,0,0,1,31,-1,0,99,4095,0
9536,18947,396,28,28,696,497,29,1,0,0,-4,31,-1,0,99,4095,0
9537,18947,396,28,29,632,405,29,1,0,0,-6,31,-1,0,99,4095,0
9538,18947,396,27,27,635,439,30,1,0,0,-4,31,-1,0,99,4095,0
9539,18947,395,28,27,696,488,30,1,0,0,-6,31,-1,0,99,4095,0
9540,18947,395,29,31,603,395,31,1,0,0,-10,31,-1,0,99,4095,0
9541,18947,394,29,30,690,502,31,1,0,0,9,31,-1,0,99,4095,0
9542,18946,393,29,26,645,417,30,1,0,0,4,31,-1,0,99,4095,0
9543,18947,394,28,30,622,422,30,1,0,0,-1,31,-1,0,99,4095,0
9544,18947,396,27,25,696,498,30,1,0,0,2,31,-1,0,99,4095,0
9545,18947,395,28,25,631,404,30,1,0,0,-1,31,-1,0,99,4095,0
9546,18947,396,28,26,627,427,29,1,0,0,0,31,-1,0,99,4095,0
9547,18947,398,35,49,678,480,29,1,0,0,14,31,-1,0,99,4095,0
9548,18947,397,28,27,667,440,26,1,0,0,9,31,-1,0,99,4095,0
9549,18947,396,29,31,626,405,26,1,0,0,1,31,-1,0,99,4095,0
9550,18947,395,28,29,625,409,26,1,0,0,5,31,-1,0,99,4095,0
9551,18947,397,28,29,641,434,26,1,0,0,4,31,-1,0,99,4095,0
9552,18947,396,29,29,662,453,25,1,0,0,11,30,-1,0,99,4095,0
9553,18947,395,30,32,650,434,23,1,0,0,13,30,-1,0,99,4095,0
9554,18947,396,30,29,645,424,22,1,0,0,9,30,-1,0,99,4095,0
9555,18947,398,31,34,641,416,21,1,0,0,7,30,-1,0,99,4095,0
9556,18947,398,28,28,638,409,21,1,0,0,4,30,-1,0,99,4095,0
9557,18947,397,29,29,640,409,20,1,0,0,5,30,-1,0,99,4095,0
9558,18947,399,39,51,661,429,19,1,0,0,10,29,-1,0,99,4095,0
9559,18947,400,50,86,685,465,17,1,0,0,30,29,-1,0,99,4095,0
9560,18947,399,99,159,595,358,13,1,0,0,25,29,-1,0,99,4095,0
9561,18947,400,57,78,681,439,12,1,0,0,10,28,-1,0,99,4095,0
9562,18947,399,100,177,610,379,12,1,0,0,15,29,-1,0,99,4095,0
9563,18949,180,97,89,576,442,3,1,0,0,17,31,-1,0,99,4095,0
9564,18949,72,27,48,97,177,0,1,0,0,16,32,0,0,99,4095,0
9565,18949,72,26,44,31,33,0,1,0,0,16,32,0,0,99,4095,0
9566,18949,72,27,43,86,86,0,1,0,0,16,32,0,0,99,4095,0
9567,18949,73,26,43,72,72,0,1,0,0,16,33,0,0,99,4095,0
9568,18949,73,26,46,55,55,0,1,0,0,16,32,0,0,99,4095,0
9569,18949,72,27,44,86,86,0,1,-100,0,16,32,0,0,99,4095,0
9570,18949,84,24,51,26,114,0,1,-100,0,16,33,0,0,99,4095,0
9571,18949,86,24,55,80,187,0,1,-100,0,16,33,0,0,99,4095,0
9572,18949,87,25,46,346,298,0,1,0,0,16,33,0,0,99,4095,0
9573,18949,69,27,39,396,396,0,1,0,0,16,32,0,0,99,4095,0
9574,18949,68,27,54,65,351,0,1,0,0,16,32,0,0,99,4095,0
9575,18949,70,27,46,357,281,0,1,-100,0,16,32,0,0,99,4095,0
9576,18949,82,25,44,360,360,0,1,-100,0,16,32,0,0,99,4095,0
9577,18949,82,26,52,58,86,0,1,-100,0,16,32,0,0,99,4095,0
9578,18948,79,28,53,32,210,0,1,0,0,16,32,0,0,99,4095,0
9579,18949,69,27,46,160,121,0,1,0,0,16,32,0,0,99,4095,0
9580,18949,69,27,41,244,244,0,1,0,0,16,32,0,0,99,4095,0
9581,18949,66,26,39,264,264,0,1,0,0,16,32,0,0,99,4095,0
9582,18949,68,27,45,41,54,0,1,0,0,16,33,0,0,99,4095,0
9583,18949,68,28,51,74,292,0,1,0,0,16,32,0,0,99,4095,0
9584,18950,67,28,41,437,363,0,1,0,0,16,32,0,0,99,4095,0
9585,18949,66,28,40,374,374,0,1,0,0,16,32,0,0,99,4095,0
9586,18949,68,27,53,207,439,0,1,0,0,16,32,0,0,99,4095,0
9587,18949,66,28,40,593,543,0,1,0,0,16,32,0,0,99,4095,0
9588,18949,65,27,52,168,415,0,1,0,0,16,32,0,0,99,4095,0
9589,18949,66,28,47,522,488,0,1,0,0,16,32,0,0,99,4095,0
9590,18949,65,26,44,408,415,0,1,0,0,16,32,0,0,99,4095,0
9591,18949,66,27,54,344,482,0,1,0,0,16,32,0,0,99,4095,0
9592,18949,66,28,38,567,555,0,1,0,0,16,32,0,0,99,4095,0
9593,18949,65,27,54,87,453,0,1,0,0,16,32,0,0,99,4095,0
9594,18949,66,26,42,558,474,0,1,0,0,16,32,0,0,99,4095,0
9595,18949,65,27,47,336,377,0,1,0,0,16,32,0,0,99,4095,0
9596,18949,66,26,52,423,503,0,1,0,0,16,32,0,0,99,4095,0
9597,18949,64,29,41,518,518,0,1,0,0,16,32,0,0,99,4095,0
9598,18949,65,27,56,216,504,0,1,0,0,16,32,0,0,99,4095,0
9599,18949,64,27,39,651,580,0,1,0,0,16,32,0,0,99,4095,0
9600,18949,63,27,54,126,504,0,1,0,0,16,32,0,0,99,4095,0
9601,18949,63,27,41,769,689,0,1,0,0,16,32,0,0,99,4095,0
9602,18950,63,28,53,296,649,0,1,0,0,16,32,0,0,99,4095,0
9603,18950,64,28,37,761,666,0,1,0,0,16,32,0,0,99,4095,0
9604,18949,64,27,57,308,552,0,1,0,0,16,32,0,0,99,4095,0
9605,18949,64,28,37,651,606,0,1,0,0,16,32,0,0,99,4095,0
9606,18949,63,27,55,311,583,0,1,0,0,16,32,0,0,99,4095,0
9607,18950,63,27,39,726,664,0,1,0,0,16,32,0,0,99,4095,0
9608,18949,63,28,53,629,775,0,1,0,0,16,32,0,0,99,4095,0
9609,18949,62,28,46,606,772,0,1,0,0,16,32,0,0,99,4095,0
9610,18949,62,28,41,883,868,0,1,0,0,16,32,0,0,99,4095,0
9611,18949,63,28,54,494,710,0,1,0,0,16,32,0,0,99,4095,0
9612,18949,63,28,42,706,748,0,1,0,0,16,32,0,0,99,4095,0
9613,18949,64,28,46,813,895,0,1,0,0,16,32,0,0,99,4095,0
9614,18950,63,27,54,421,755,0,1,0,0,16,32,0,0,99,4095,0
9615,18949,63,28,39,833,741,0,1,0,0,16,32,0,0,99,4095,0
9616,18949,52,30,51,856,970,0,1,0,0,16,32,0,0,99,4095,0
9617,18950,-10,28,62,656,875,0,1,0,0,16,32,0,0,99,4095,0
9618,18949,-3,31,51,820,997,0,1,0,0,16,32,0,0,99,4095,0
9619,18950,-2,32,43,980,935,0,1,0,0,16,32,0,0,99,4095,0
9620,18950,27,29,56,821,979,0,1,0,0,16,32,0,0,99,4095,0
9621,18949,63,29,39,849,729,0,1,0,0,16,32,0,0,99,4095,0
9622,18949,63,29,39,849,729,0,1,0,0,16,32,0,0,99,4095,0
9623,18950,64,28,51,720,870,0,1,0,0,16,32,0,0,99,4095,0
9624,18950,62,29,49,552,872,0,1,0,0,16,32,0,0,99,4095,0
9625,18949,62,27,38,876,748,0,1,0,0,16,32,0,0,99,4095,0
9626,18950,64,27,55,493,665,0,1,0,0,16,32,0,0,99,4095,0
9627,18949,64,28,40,619,630,0,1,0,0,16,32,0,0,99,4095,0
9628,18950,64,28,51,573,703,0,1,0,0,16,32,0,0,99,4095,0
9629,18949,65,28,40,482,482,0,1,0,0,16,32,0,0,99,4095,0
9630,18949,66,27,52,60,345,0,1,0,0,16,32,0,0,99,4095,0
9631,18949,65,28,41,667,572,0,1,0,0,16,32,0,0,99,4095,0
9632,18949,66,28,45,437,443,0,1,0,0,16,32,0,0,99,4095,0
9633,18949,66,28,45,437,443,0,1,0,0,16,32,0,0,99,4095,0
9634,18949,64,27,37,448,448,0,1,0,0,16,32,0,0,99,4095,0
9635,18949,65,28,52,83,403,0,1,0,0,16,32,0,0,99,4095,0
9636,18950,65,28,39,518,432,0,1,0,0,16,32,0,0,99,4095,0
9637,18949,65,27,42,335,337,0,1,0,0,16,32,0,0,99,4095,0
9638,18950,65,27,51,168,392,0,1,0,0,16,32,0,0,99,4095,0
9639,18950,65,28,37,528,470,0,1,0,0,16,32,0,0,99,4095,0
9640,18950,64,26,42,239,271,0,1,0,0,16,32,0,0,99,4096,0
9641,18950,65,27,50,298,404,0,1,0,0,16,32,0,0,99,4096,0
9642,18950,64,27,36,503,488,0,1,0,0,16,32,0,0,99,4096,0
9643,18950,66,26,47,127,240,0,1,0,0,16,32,0,0,99,4096,0
9644,18949,67,27,48,323,377,0,1,0,0,16,32,0,0,99,4096,0
9645,18949,65,28,37,418,417,0,1,0,0,16,32,0,0,99,4095,0
9646,18949,65,27,44,126,127,0,1,0,0,16,32,0,0,99,4095,0
9647,18949,64,27,53,109,362,0,1,0,0,16,32,0,0,99,4095,0
9648,18949,64,28,42,400,326,0,1,0,0,16,32,0,0,99,4095,0
9649,18949,65,27,40,309,309,0,1,0,0,16,32,0,0,99,4095,0
9650,18949,66,26,47,22,28,0,1,0,0,16,32,0,0,99,4095,0
9651,18949,67,26,49,20,142,0,1,0,0,16,32,0,0,99,4095,0
9652,18949,69,27,48,137,87,0,1,0,0,16,32,0,0,99,4095,0
9653,18949,67,27,43,209,198,0,1,0,0,16,32,0,0,99,4095,0
9654,18949,65,27,42,146,146,0,1,0,0,16,32,0,0,99,4095,0
9655,18949,66,27,43,114,114,0,1,0,0,16,32,0,0,99,4095,0
9656,18949,67,26,44,49,49,0,1,0,0,16,32,0,0,99,4095,0
9657,18949,67,27,43,37,37,0,1,0,0,16,32,0,0,99,4095,0
9658,18950,67,27,44,20,20,0,1,0,0,16,32,0,0,99,4095,0
9659,18949,65,26,46,15,16,0,1,0,0,16,32,0,0,99,4095,0
9660,18949,67,27,49,15,37,0,1,0,0,16,32,0,0,99,4095,0
9661,18949,67,27,48,20,22,0,1,0,0,16,32,0,0,99,4095,0
9662,18949,68,27,45,27,27,0,1,0,0,16,32,0,0,99,4095,0
9663,18949,67,27,45,74,74,0,1,0,0,16,32,0,0,99,4095,0
9664,18950,67,27,41,157,157,0,1,0,0,16,32,0,0,99,4095,0
9665,18950,67,27,43,164,164,0,1,0,0,16,32,0,0,99,4096,0
9666,18949,67,27,47,190,149,0,1,0,0,16,32,0,0,99,4096,0
9667,18949,68,27,50,46,157,0,1,0,0,16,32,0,0,99,4096,0
9668,18949,66,27,48,32,119,0,1,0,0,16,32,0,0,99,4096,0
9669,18950,69,27,39,328,328,0,1,0,0,16,32,0,0,99,4096,0
9670,18950,65,27,45,464,382,0,1,0,0,16,32,0,0,99,4096,0
9671,18949,66,28,53,62,382,0,1,0,0,16,32,0,0,99,4096,0
9672,18949,67,28,38,442,442,0,1,0,0,16,32,0,0,99,4096,0
9673,18950,67,27,45,454,428,0,1,0,0,16,32,0,0,99,4096,0
9674,18949,67,27,52,79,279,0,1,0,0,16,32,0,0,99,4096,0
9675,18949,67,28,38,429,429,0,1,0,0,16,32,0,0,99,4096,0
9676,18950,66,28,46,342,293,0,1,0,0,16,32,0,0,99,4095,0
9677,18949,65,27,50,39,261,0,1,0,0,16,32,0,0,99,4095,0
9678,18950,66,26,41,255,255,0,1,0,0,16,32,0,0,99,4095,0
9679,18950,66,28,39,455,402,0,1,0,0,16,32,0,0,99,4095,0
9680,18950,66,27,50,169,372,0,1,0,0,16,32,0,0,99,4095,0
9681,18949,65,27,42,253,260,0,1,0,0,16,32,0,0,99,4095,0
9682,18950,65,28,39,597,501,0,1,0,0,16,32,0,0,99,4095,0
9683,18950,64,27,51,112,493,0,1,0,0,16,32,0,0,99,4095,0
9684,18949,64,29,36,742,635,0,1,0,0,16,32,0,0,99,4095,0
9685,18949,63,26,51,288,656,0,1,0,0,16,32,0,0,99,4095,0
9686,18949,62,28,44,820,901,0,1,0,0,16,32,0,0,99,4095,0
9687,18949,32,32,42,850,867,0,1,0,0,16,32,0,0,99,4095,0
9688,18949,60,27,52,507,779,0,1,0,0,16,32,0,0,99,4095,0
9689,18950,64,30,45,825,879,0,1,0,0,16,32,0,0,99,4095,0
9690,18949,65,28,44,648,713,0,1,0,0,16,32,0,0,99,4095,0
9691,18950,63,27,52,557,711,0,1,0,0,16,32,0,0,99,4096,0
9692,18949,64,28,38,828,706,0,1,0,0,16,32,0,0,99,4096,0
9693,18949,65,27,53,415,752,0,1,0,0,16,32,0,0,99,4096,0
9694,18950,63,28,47,777,885,0,1,0,0,16,32,0,0,99,4096,0
9695,18949,62,28,43,641,673,0,1,0,0,16,32,0,0,99,4096,0
9696,18950,64,27,49,459,485,0,1,0,0,16,32,0,0,99,4095,0
9697,18949,67,27,48,65,115,0,1,0,0,16,32,0,0,99,4095,0
9698,18950,70,27,45,53,53,0,1,0,0,16,32,0,0,99,4095,0
9699,18950,69,26,46,32,32,0,1,0,0,16,32,0,0,99,4095,0
9700,18950,69,27,47,65,65,0,1,0,0,16,32,0,0,99,4095,0
9701,18949,71,26,46,24,24,0,1,0,0,16,32,0,0,99,4095,0
9702,18949,70,27,45,73,73,0,1,0,0,16,32,0,0,99,4095,0
9703,18949,70,27,47,38,33,0,1,0,0,16,32,0,0,99,4095,0
9704,18950,68,27,46,41,41,0,1,0,0,16,32,0,0,99,4095,0
9705,18950,69,27,46,45,45,0,1,0,0,16,32,0,0,99,4095,0
9706,18949,68,27,48,28,28,0,1,0,0,16,32,0,0,99,4095,0
9707,18950,69,27,45,56,56,0,1,0,0,16,32,0,0,99,4095,0
9708,18949,68,27,48,62,27,0,1,0,0,16,32,0,0,99,4095,0
