timestamp,vDC,iDC,iA,iB,vA,vB,speed,regen_method,throttle,iqRef,iqFdb,temp_fet,power,error,SOC
990,16421,406,1469,2536,1454,1440,63440,1,35,-2096,-2067,63469,55,55,53
991,16420,407,1490,2541,1432,1427,125,1,35,-2096,-2067,27,55,0,53
992,16419,407,1439,2498,1556,1555,128,1,35,-2096,-2062,27,59,0,53
994,16418,407,1473,2542,1629,1643,133,1,35,-2096,-2062,26,59,0,53
995,16417,406,1458,2533,1668,1700,136,1,35,-2096,-2062,26,59,0,53
996,16416,406,1486,2558,1704,1741,139,1,35,-2096,-2070,26,64,0,53
998,16415,408,1483,2544,1864,1903,143,1,35,-2096,-2087,26,68,0,53
1000,16413,409,1476,2552,1958,2027,149,1,35,-2096,-2087,26,68,0,53
1001,16411,409,1465,2511,2060,2119,151,1,35,-2096,-2087,26,68,0,53
1002,16411,408,1486,2564,2110,2182,154,1,35,-2096,-2083,26,74,0,53
1004,16409,410,1456,2503,2209,2319,159,1,35,-2096,-2068,26,74,0,53
1006,16408,411,1483,2531,2313,2436,164,1,35,-2096,-2068,26,74,0,53
1007,16407,411,1475,2561,2529,2636,166,1,35,-2096,-2078,27,79,0,53
1009,16406,409,1472,2542,2644,2780,171,1,35,-2096,-2078,26,79,0,53
1010,16405,409,1467,2559,2644,2824,173,1,35,-2096,-2078,26,79,0,53
1011,16404,410,1470,2500,2675,2865,176,1,35,-2096,-2078,27,79,0,53
1012,16403,409,1489,2566,2810,3005,178,1,35,-2096,-2084,26,83,0,53
1014,16403,412,1470,2541,2896,3103,180,1,35,-2096,-2073,27,84,0,53
1015,16401,411,1484,2573,3138,3357,185,1,35,-2096,-2078,26,88,0,53
1017,16400,412,1482,2545,3183,3451,189,1,30,-2096,-2078,26,88,0,53
1018,16408,414,1203,2081,3371,3625,191,1,20,-2096,-2078,27,88,0,53
1019,16419,412,859,1475,3164,3456,192,1,20,-2096,-2078,27,88,0,53
1020,16419,413,857,1474,3335,3570,192,1,20,-2096,-2078,27,88,0,53
1021,16419,413,856,1463,3117,3415,191,1,15,-2096,-2078,27,88,0,53
1022,16426,412,675,1160,3189,3427,190,1,15,-2096,-2078,27,88,0,53
1023,16427,413,654,1109,3103,3340,189,1,15,-2096,-2078,27,88,0,53
1024,16427,413,640,1104,2978,3234,187,1,15,-899,-896,27,37,0,53
1026,16428,411,651,1110,2917,3129,184,1,15,-899,-913,27,38,0,53
1028,16428,408,662,1138,2786,2985,181,1,15,-899,-913,27,38,0,53
1029,16429,409,655,1119,2751,2945,180,1,15,-899,-913,27,38,0,53
1030,16429,409,640,1102,2729,2913,178,1,15,-899,-913,27,38,0,53
1031,16429,410,655,1121,2687,2844,177,1,15,-899,-922,27,36,0,53
1033,16430,408,657,1108,2483,2656,174,1,15,-899,-922,27,36,0,53
1034,16430,408,643,1104,2575,2711,172,1,15,-899,-922,27,36,0,53
1035,16430,408,656,1128,2398,2558,171,1,15,-899,-922,27,35,0,53
1037,16426,409,806,1386,2508,2635,169,1,20,-899,-922,27,35,0,53
1038,16424,408,847,1444,2355,2510,169,1,25,-1198,-1190,27,44,0,53
1039,16417,408,1063,1825,2374,2544,169,1,30,-1497,-1491,27,56,0,53
1041,16410,408,1268,2172,2438,2619,170,1,30,-1497,-1491,27,56,0,53
1042,16409,408,1315,2290,2645,2798,172,1,35,-1497,-1491,27,56,0,53
1043,16404,407,1468,2535,2707,2862,174,1,30,-1497,-1491,27,56,0,53
1044,16409,408,1240,2138,2648,2843,176,1,30,-1497,-1491,27,56,0,53
1045,16409,408,1286,2204,2712,2904,177,1,30,-1797,-1800,27,72,0,53
1047,16408,410,1254,2156,2859,3061,180,1,30,-1797,-1800,27,72,0,53
1048,16408,410,1274,2192,2896,3103,181,1,30,-1797,-1800,27,72,0,53
1049,16408,410,1274,2192,2896,3103,181,1,30,-1797,-1794,27,74,0,53
1050,16402,410,1432,2492,3083,3304,184,1,35,-2039,-2022,27,85,0,53
1052,16400,411,1484,2536,3141,3369,186,1,35,-2096,-2077,27,88,0,53
1053,16394,413,1616,2794,3414,3660,191,1,40,-2096,-2077,27,88,0,53
1054,16390,412,1691,2907,3343,3671,193,1,40,-2396,-2367,27,106,0,53
1056,16389,412,1663,2898,3650,3968,197,1,40,-2396,-2371,26,106,0,53
1057,16388,413,1689,2910,3779,4090,200,1,40,-2396,-2373,26,108,0,53
1058,16386,413,1682,2924,4036,4439,206,1,40,-2396,-2373,27,108,0,53
1059,16386,414,1690,2899,4036,4439,209,1,40,-2396,-2368,26,112,0,53
1060,16384,415,1687,2937,4523,5114,212,1,40,-2396,-2368,26,112,0,53
1061,16383,416,1684,2902,4436,5454,215,1,40,-2396,-2368,26,112,0,53
1062,16382,418,1658,2858,4822,6028,218,1,40,-2396,-2368,26,112,0,53
1063,16380,419,1702,2957,4933,6513,221,1,40,-2396,-2368,26,112,0,53
1064,16380,418,1679,2907,5037,7108,224,1,40,-2396,-2374,26,122,0,53
1066,16381,419,1630,2805,5510,8226,229,1,40,-2396,-2374,26,122,0,53
1067,16387,417,1424,2462,5512,8637,232,1,40,-2396,-2374,26,122,0,53
1068,16395,417,1257,2163,5515,8594,233,1,40,-2396,-2374,26,122,0,53
1069,16401,416,1100,1897,5641,8619,234,1,40,-2396,-1549,27,83,0,53
1071,16400,415,1104,1910,5547,8760,235,1,40,-2396,-1549,27,83,0,53
1072,16401,413,1089,1862,5560,8588,235,1,40,-2396,-1518,27,81,0,53
1074,16399,412,1125,1932,5569,8885,235,1,40,-2396,-1518,27,81,0,53
1075,16402,413,1038,1776,5526,8546,235,1,40,-2396,-1435,27,77,0,53
1077,16401,411,1091,1893,5723,8676,235,1,40,-2396,-1531,27,82,0,53
1078,16399,412,1127,1944,5519,8637,235,1,40,-2396,-1531,27,82,0,53
1079,16400,414,1112,1913,5630,8636,234,1,40,-2396,-1531,27,82,0,53
1080,16401,416,1064,1841,5684,8652,235,1,40,-2396,-1485,27,79,0,53
1082,16400,413,1100,1870,5534,8559,235,1,40,-2396,-1485,27,79,0,53
1083,16399,414,1132,1956,5772,8734,235,1,40,-2396,-1485,27,79,0,53
1084,16401,414,1082,1859,5568,8815,235,1,40,-2396,-1485,27,79,0,53
1085,16403,414,1023,1749,5531,8567,235,1,40,-2396,-1485,27,79,0,53
1086,16402,414,1070,1848,5637,8542,234,1,40,-2396,-1493,27,80,0,53
1088,16399,413,1138,1946,5661,8749,235,1,40,-2396,-1586,27,85,0,53
1089,16399,413,1138,1964,5543,8738,235,1,40,-2396,-1587,27,85,0,53
1090,16403,412,1024,1763,5710,8678,235,1,40,-2396,-1587,27,85,0,53
1091,16401,414,1079,1863,5514,8730,235,1,40,-2396,-1514,27,81,0,53
1093,16397,413,1164,2021,5791,8780,235,1,45,-2396,-1514,27,81,0,53
1094,16401,413,1071,1832,5594,8844,235,1,45,-2695,-1499,27,80,0,53
1096,16398,412,1138,1969,5753,8783,235,1,45,-2695,-1499,27,80,0,53
1097,16404,412,999,1700,5642,8786,235,1,45,-2695,-1385,27,74,0,53
1099,16398,414,1149,1965,5563,8752,235,1,45,-2695,-1586,27,85,0,53
1100,16400,413,1079,1850,5694,8825,235,1,45,-2695,-1586,27,85,0,53
1101,16400,413,1114,1922,5561,8784,235,1,45,-2695,-1586,27,85,0,53
1102,16402,413,1034,1774,5669,8688,235,1,45,-2695,-1586,27,85,0,53
1103,16398,415,1134,1944,5715,8793,235,1,45,-2695,-1572,27,84,0,53
1105,16400,413,1098,1894,5565,8858,235,1,45,-2695,-1536,27,82,0,53
1106,16401,414,1059,1807,5638,8682,235,1,45,-2695,-1479,27,79,0,53
1107,16399,414,1120,1929,5756,8774,235,1,45,-2695,-1550,27,83,0,53
1108,16402,415,1028,1749,5524,8513,235,1,45,-2695,-1550,27,83,0,53
1109,16398,414,1147,1985,5809,8760,235,1,45,-2695,-1550,27,83,0,53
1110,16401,416,1046,1799,5555,8827,235,1,45,-2695,-1471,27,78,0,53
1112,16397,415,1183,2015,5563,8653,235,1,45,-2695,-1631,27,87,0,53
1113,16401,415,1046,1793,5594,8807,235,1,45,-2695,-1631,27,87,0,53
1114,16400,414,1105,1891,5564,8700,235,1,45,-2695,-1631,27,87,0,53
1115,16402,415,1022,1773,5712,8687,235,1,45,-2695,-1432,27,76,0,53
1117,16399,415,1127,1944,5582,8821,235,1,45,-2695,-1567,27,84,0,53
1119,16399,414,1115,1914,5710,8823,235,1,45,-2695,-1567,27,84,0,53
1120,16400,415,1073,1849,5567,8819,235,1,45,-2695,-1567,27,84,0,53
1121,16399,414,1104,1892,5633,8672,235,1,45,-2695,-1567,27,84,0,53
1122,16399,413,1099,1895,5778,8849,235,1,45,-2695,-1567,27,84,0,53
1123,16401,414,1045,1800,5533,8813,235,1,45,-2695,-1567,27,84,0,53
1124,16398,413,1122,1915,5611,8683,235,1,45,-2695,-1558,27,83,0,53
1126,16398,415,1117,1922,5571,8904,235,1,45,-2695,-1558,27,83,0,53
1127,16399,413,1094,1869,5580,8710,235,1,45,-2695,-1519,27,81,0,53
1129,16402,414,1024,1773,5568,8857,235,1,45,-2695,-1519,27,81,0,53
1130,16399,413,1111,1893,5565,8679,235,1,45,-2695,-1519,27,81,0,53
1131,16399,414,1097,1900,5790,8767,235,1,45,-2695,-1526,27,81,0,53
1133,16398,415,1105,1891,5551,8677,235,1,45,-2695,-1532,27,82,0,53
1135,16401,414,1052,1796,5670,8820,235,1,45,-2695,-1468,27,78,0,53
1137,16396,415,1164,2002,5588,8831,235,1,45,-2695,-1613,27,86,0,53
1138,16399,414,1072,1835,5709,8866,235,1,45,-2695,-1613,27,86,0,53
1139,16399,413,1097,1890,5567,8782,235,1,45,-2695,-1613,27,86,0,53
1140,16399,414,1088,1866,5690,8745,235,1,45,-2695,-1523,27,81,0,53
1142,16398,413,1092,1880,5567,8855,235,1,45,-2695,-1523,27,81,0,53
1143,16399,413,1041,1781,5613,8646,235,1,45,-2695,-1523,27,81,0,53
1144,16399,413,1100,1889,5764,8741,235,1,45,-2695,-1522,27,81,0,53
1146,16398,414,1093,1881,5567,8908,235,1,45,-2695,-1531,27,82,0,53
1147,16398,414,1102,1908,5811,8789,235,1,45,-2695,-1531,27,82,0,53
1148,16400,415,1047,1794,5555,8830,235,1,45,-2695,-1469,27,78,0,53
1150,16397,413,1155,1972,5559,8657,235,1,45,-2695,-1469,27,78,0,53
1151,16399,414,1057,1807,5604,8755,235,1,45,-2695,-1469,27,78,0,53
1152,16397,414,1128,1943,5563,8760,235,1,45,-2695,-1469,27,78,0,53
1153,16398,414,1087,1875,5722,8748,235,1,45,-2695,-1469,27,78,0,53
1154,16399,413,1105,1889,5692,8838,235,1,50,-2695,-1469,27,78,0,53
1155,16402,414,1022,1756,5566,8728,235,1,50,-2695,-1469,27,78,0,53
1156,16395,414,1169,2005,5660,8723,235,1,50,-2695,-1469,27,78,0,53
1157,16397,413,1130,1941,5758,8875,235,1,50,-2695,-1469,27,78,0,53
1158,16398,414,1081,1854,5587,8849,235,1,50,-2994,-1507,27,80,0,53
1160,16400,413,1055,1812,5769,8825,236,1,50,-2994,-1461,27,78,0,53
1162,16397,413,1103,1878,5648,8750,235,1,50,-2994,-1461,27,78,0,53
1163,16398,413,1089,1871,5804,8863,235,1,50,-2994,-1461,27,78,0,53
1164,16399,412,1080,1867,5580,8906,235,1,50,-2994,-1461,27,78,0,53
1165,16398,412,1091,1868,5648,8775,236,1,55,-2994,-1461,27,78,0,53
1166,16395,412,1160,1997,5816,8901,235,1,55,-2994,-1461,27,78,0,53
1167,16399,411,1061,1826,5598,8987,236,1,60,-2994,-1461,27,78,0,53
1168,16396,413,1123,1914,5690,8833,236,1,60,-3593,-1563,27,83,0,53
1170,16399,412,1057,1821,5636,9046,236,1,60,-3593,-1563,27,83,0,53
1171,16396,414,1117,1911,5703,8851,236,1,60,-3593,-1563,27,83,0,53
1172,16398,413,1084,1866,5815,8977,236,1,60,-3593,-1563,27,83,0,53
1173,16397,414,1102,1879,5636,8980,236,1,60,-3593,-1563,27,83,0,53
1174,16398,412,1090,1872,5735,8855,236,1,60,-3593,-1563,27,83,0,53
1175,16399,415,1078,1837,5777,8983,236,1,60,-3593,-1563,27,83,0,53
1176,16395,415,1152,1975,5619,8952,236,1,60,-3593,-1563,27,83,0,53
1177,16399,414,1065,1835,5767,8884,236,1,65,-3593,-1563,27,83,0,53
1178,16398,416,1080,1835,5766,8970,236,1,65,-3593,-1563,27,83,0,53
1179,16396,415,1143,1968,5624,8933,236,1,65,-3892,-1577,27,84,0,53
1181,16397,413,1089,1852,5745,9007,236,1,65,-3892,-1577,27,84,0,53
1182,16395,412,1150,1958,5655,9009,236,1,70,-3892,-1577,27,84,0,53
1183,16396,412,1092,1879,5863,9027,236,1,70,-4192,-1531,27,82,0,53
1185,16398,413,1090,1872,5708,9085,236,1,70,-4192,-1517,27,81,0,53
1186,16395,415,1117,1933,5895,8988,236,1,70,-4192,-1540,27,82,0,53
1188,16397,413,1095,1861,5683,8902,236,1,70,-4192,-1540,27,82,0,53
1189,16396,413,1123,1922,5863,8978,236,1,70,-4192,-1543,27,82,0,53
1191,16398,413,1081,1858,5666,9107,236,1,70,-4192,-1503,27,80,0,53
1192,16397,413,1089,1871,5825,9058,236,1,70,-4192,-1503,27,80,0,53
1193,16398,413,1059,1811,5628,8986,236,1,70,-4192,-1503,27,80,0,53
1194,16394,411,1178,2031,5835,9007,236,1,70,-4192,-1503,27,80,0,53
1195,16399,412,1039,1766,5774,9109,236,1,70,-4192,-1503,27,80,0,53
1196,16396,414,1103,1872,5639,8954,236,1,70,-4192,-1503,27,80,0,53
1197,16396,414,1127,1947,5916,9076,236,1,75,-4198,-1565,27,84,0,53
1199,16394,413,1163,1974,5693,8941,236,1,75,-4491,-1603,27,86,0,53
1201,16398,414,1051,1802,5632,9089,236,1,75,-4491,-1603,27,86,0,53
1202,16397,412,1094,1876,5784,8958,236,1,75,-4491,-1603,27,86,0,53
1203,16399,414,1051,1791,5794,9062,236,1,75,-4491,-1603,27,86,0,53
1204,16395,415,1163,2005,5665,9044,236,1,75,-4491,-1603,27,86,0,53
1205,16399,414,1039,1783,5811,8970,236,1,75,-4491,-1439,27,77,0,53
1207,16395,415,1125,1916,5754,9098,236,1,75,-4491,-1563,27,83,0,53
1208,16397,413,1073,1852,5910,9047,236,1,75,-4491,-1489,27,79,0,53
1210,16395,414,1142,1962,5713,9214,236,1,80,-4677,-1588,27,85,0,53
1211,16397,414,1075,1842,5906,9016,236,1,80,-4677,-1588,27,85,0,53
1212,16395,414,1132,1943,5672,9154,236,1,80,-4791,-1577,27,84,0,53
1214,16397,414,1083,1857,5784,8971,236,1,80,-4791,-1507,27,80,0,53
1215,16399,415,1053,1793,5671,9043,236,1,80,-4791,-1439,27,77,0,53
1217,16395,414,1142,1956,5768,9204,236,1,80,-4791,-1598,27,85,0,53
1219,16396,415,1110,1918,5942,9069,236,1,80,-4791,-1598,27,85,0,53
1220,16397,413,1084,1858,5681,9211,236,1,80,-4791,-1508,27,80,0,53
1222,16397,413,1079,1844,5732,8932,237,1,80,-4791,-1492,27,80,0,53
1223,16397,413,1069,1824,5682,9113,237,1,85,-4791,-1492,27,80,0,53
1224,16394,414,1127,1948,5864,9084,237,1,85,-4791,-1492,27,80,0,53
1225,16398,413,1059,1804,5784,9215,237,1,85,-4791,-1492,27,80,0,53
1226,16396,414,1086,1850,5659,8955,237,1,85,-4791,-1492,27,80,0,53
1227,16396,415,1120,1933,5964,9096,236,1,85,-4791,-1492,27,80,0,53
1228,16397,415,1070,1835,5671,9193,237,1,85,-5090,-1488,27,79,0,53
1230,16396,415,1090,1868,5861,9165,237,1,85,-5090,-1502,27,80,0,53
1232,16395,416,1101,1885,5684,9127,237,1,85,-5090,-1522,27,81,0,53
1233,16395,415,1121,1924,5865,9083,236,1,85,-5090,-1555,27,83,0,53
1234,16394,413,1153,1963,5697,9021,236,1,90,-5090,-1555,27,83,0,53
1235,16396,411,1097,1903,5973,9172,236,1,90,-5389,-1519,27,81,0,53
1237,16393,412,1186,2021,5803,9071,236,1,90,-5389,-1519,27,81,0,53
1238,16398,413,1043,1790,5877,9163,237,1,90,-5389,-1432,27,76,0,53
1240,16396,412,1098,1892,5894,9121,237,1,90,-5389,-1432,27,76,0,53
1241,16396,412,1098,1892,5894,9121,237,1,90,-5389,-1432,27,76,0,53
1242,16396,411,1106,1887,5686,9008,237,1,90,-5389,-1432,27,76,0,53
1243,16397,411,1083,1861,5956,9123,237,1,95,-5515,-1487,27,79,0,53
1245,16394,411,1141,1962,5707,9250,237,1,95,-5689,-1587,27,85,0,53
1246,16396,413,1075,1831,5843,9188,237,1,95,-5689,-1587,27,85,0,53
1247,16395,412,1127,1916,5701,9144,237,1,95,-5689,-1547,27,83,0,53
1249,16395,411,1109,1889,5728,9270,237,1,95,-5689,-1547,27,83,0,53
1250,16396,412,1090,1855,5767,9053,237,1,95,-5689,-1498,27,80,0,53
1252,16395,412,1140,1957,5711,9187,237,1,95,-5689,-1498,27,80,0,53
1253,16396,411,1099,1881,5894,9120,237,1,95,-5689,-1498,27,80,0,53
1254,16394,412,1132,1935,5825,9273,237,1,95,-5689,-1564,27,84,0,53
1256,16397,411,1073,1818,5709,9049,237,1,95,-5689,-1464,27,78,0,53
1257,16396,411,1084,1865,5679,9211,237,1,90,-5689,-1464,27,78,0,53
1258,16396,412,1073,1832,5781,8986,237,1,90,-5389,-1476,27,79,0,53
1260,16393,414,1148,1959,5858,9161,236,1,90,-5389,-1579,27,84,0,53
1261,16395,413,1125,1920,5715,9146,236,1,90,-5389,-1548,27,83,0,53
1262,16394,414,1103,1895,5888,9127,237,1,90,-5389,-1534,27,82,0,53
1263,16396,412,1094,1863,5797,9269,237,1,90,-5389,-1515,27,81,0,53
1264,16394,413,1126,1933,5962,9113,236,1,90,-5389,-1548,27,83,0,53
1266,16395,412,1102,1887,5718,9263,237,1,90,-5389,-1525,27,81,0,53
1267,16393,414,1171,2003,5897,9272,236,1,90,-5389,-1624,26,87,0,53
1269,16397,414,1043,1781,5702,9107,237,1,90,-5389,-1435,27,76,0,53
1270,16395,412,1099,1903,5891,9073,236,1,90,-5389,-1525,27,81,0,53
1271,16396,412,1098,1857,5757,9272,236,1,90,-5389,-1509,27,80,0,53
1272,16395,413,1106,1898,5968,9166,236,1,90,-5389,-1524,27,81,0,53
1274,16395,413,1103,1890,5728,9300,237,1,90,-5389,-1535,27,82,0,53
1275,16396,413,1089,1855,5858,9203,237,1,90,-5389,-1535,27,82,0,53
1276,16394,414,1110,1888,5696,9150,237,1,90,-5389,-1535,27,82,0,53
1277,16395,413,1090,1878,5934,9134,237,1,90,-5389,-1509,27,81,0,53
1279,16396,413,1068,1825,5739,9275,237,1,90,-5389,-1487,27,79,0,53
1280,16395,414,1107,1899,5959,9200,236,1,90,-5389,-1487,27,79,0,53
1281,16395,414,1072,1835,5703,9213,237,1,90,-5389,-1487,27,79,0,53
1282,16395,414,1106,1891,5823,9066,237,1,90,-5389,-1487,27,79,0,53
1283,16426,411,2295,3865,5719,8722,237,1,-100,-5389,-1487,27,79,0,53
1284,16615,394,5004,8688,3773,4161,227,1,-100,-5389,-1487,29,79,0,53
1285,16575,404,4244,7319,2983,3180,202,1,-100,5987,5961,29,-281,0,53
1287,16557,408,4124,7162,2120,2252,177,1,-100,5987,5796,28,-238,0,53
1288,16526,408,4147,7136,1285,1265,129,1,-100,5987,5796,29,-238,0,53
1289,16511,406,4039,6953,941,890,105,1,-100,5987,5796,29,-238,0,53
1290,16496,405,4081,7174,738,663,81,1,-100,5987,5796,29,-238,0,53
1291,16479,404,4148,7224,605,486,57,1,-100,5987,5796,29,-238,0,53
1292,16462,405,4317,7923,528,371,34,1,-100,5987,5796,29,-238,0,53
1293,16450,185,2674,3473,352,289,12,1,-100,5987,5750,30,-7,0,53
1295,16451,82,27,19,16,16,9,1,-100,5987,5754,31,0,0,53
1297,16451,83,27,20,13,13,9,1,-100,5987,5754,31,0,0,53
1298,16452,84,27,20,13,13,9,1,0,5987,5754,31,0,0,53
1300,16453,83,28,20,14,14,9,1,0,5987,5754,31,0,0,53
1301,16452,82,27,19,14,14,9,1,0,5987,5754,31,0,0,53
1302,16452,82,27,19,13,13,9,1,0,5987,5754,31,0,0,53
1303,16453,83,27,20,13,13,9,1,0,5987,5754,31,0,0,53
1304,16453,83,28,20,14,14,9,1,0,5987,5754,31,0,0,53
1305,16453,83,26,20,14,14,9,1,0,5987,5754,31,0,0,53
1306,16452,85,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1308,16453,84,27,20,13,13,9,1,0,5987,5754,31,0,0,53
1309,16453,83,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1310,16453,83,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1311,16453,84,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1312,16453,84,27,21,15,15,9,1,0,5987,5754,31,0,0,53
1313,16453,84,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1314,16453,84,28,22,14,14,9,1,0,5987,5754,31,0,0,53
1315,16454,84,28,22,14,14,9,1,0,5987,5754,31,0,0,53
1316,16454,83,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1317,16453,82,27,20,14,14,9,1,0,5987,5754,31,0,0,53
1318,16453,82,26,20,13,13,9,1,0,5987,5754,31,0,0,53
1319,16454,83,27,20,15,15,9,1,0,5987,5754,31,0,0,53
1320,16454,82,28,21,14,14,9,1,0,5987,5754,31,0,0,53
1321,16454,82,27,20,13,13,9,1,0,5987,5754,31,0,0,53
1322,16454,82,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1323,16454,83,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1324,16454,84,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1325,16454,83,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1326,16453,84,27,22,14,14,9,1,0,5987,5754,31,0,0,53
1328,16454,83,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1329,16454,83,28,21,14,14,9,1,0,5987,5754,31,0,0,53
1330,16454,83,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1331,16454,83,27,23,12,12,9,1,0,5987,5754,31,0,0,53
1332,16454,82,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1333,16454,82,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1334,16454,83,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1335,16454,83,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1336,16454,82,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1337,16455,82,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1338,16454,81,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1339,16454,83,26,22,12,12,9,1,0,5987,5754,31,0,0,53
1340,16454,82,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1341,16454,82,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1343,16455,83,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1344,16455,82,28,25,13,13,9,1,0,5987,5754,31,0,0,53
1345,16455,82,28,24,13,13,9,1,0,5987,5754,31,0,0,53
1347,16455,81,26,23,12,12,9,1,0,5987,5754,31,0,0,53
1348,16455,81,26,21,13,13,9,1,0,5987,5754,31,0,0,53
1349,16455,81,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1351,16455,81,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1352,16455,81,28,23,13,13,9,1,0,5987,5754,31,0,0,53
1353,16455,81,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1354,16455,80,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1355,16455,80,26,22,12,12,9,1,0,5987,5754,31,0,0,53
1356,16455,80,26,22,12,12,9,1,0,5987,5754,31,0,0,53
1357,16455,79,27,22,14,14,9,1,0,5987,5754,31,0,0,53
1358,16455,80,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1360,16455,81,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1361,16455,80,26,21,14,14,9,1,0,5987,5754,31,0,0,53
1362,16455,80,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1363,16455,77,27,21,12,12,9,1,0,5987,5754,31,0,0,53
1364,16455,79,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1365,16455,78,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1366,16455,78,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1367,16455,78,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1368,16455,79,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1369,16455,80,26,21,14,14,9,1,0,5987,5754,31,0,0,53
1370,16455,78,27,23,14,14,9,1,0,5987,5754,31,0,0,53
1372,16455,78,27,22,12,12,9,1,0,5987,5754,31,0,0,53
1373,16456,77,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1374,16455,77,27,23,14,14,9,1,0,5987,5754,31,0,0,53
1375,16455,78,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1376,16455,79,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1377,16455,79,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1378,16455,79,28,21,13,13,9,1,0,5987,5754,31,0,0,53
1379,16455,79,28,21,13,13,9,1,0,5987,5754,31,0,0,53
1380,16456,81,27,21,12,12,9,1,0,5987,5754,31,0,0,53
1381,16456,80,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1382,16456,80,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1384,16456,80,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1385,16456,80,26,21,13,13,9,1,0,5987,5754,31,0,0,53
1386,16456,80,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1388,16456,80,27,21,14,14,9,1,0,5987,5754,31,0,0,53
1389,16456,82,27,21,12,12,9,1,0,5987,5754,31,0,0,53
1390,16456,81,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1391,16456,80,26,23,13,13,9,1,0,5987,5754,31,0,0,53
1392,16456,79,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1393,16456,80,26,22,13,13,9,1,0,5987,5754,31,0,0,53
1394,16456,81,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1395,16456,80,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1396,16457,80,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1397,16456,79,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1398,16456,78,28,22,13,13,9,1,0,5987,5754,31,0,0,53
1399,16456,80,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1400,16456,80,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1401,16456,79,28,21,13,13,9,1,0,5987,5754,31,0,0,53
1402,16456,79,28,22,12,12,9,1,0,5987,5754,31,0,0,53
1403,16456,79,26,22,13,13,9,1,0,5987,5754,31,0,0,53
1404,16456,77,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1405,16456,79,28,21,13,13,9,1,0,5987,5754,31,0,0,53
1406,16456,79,29,22,13,13,9,1,0,5987,5754,31,0,0,53
1407,16456,79,28,23,13,13,9,1,0,5987,5754,31,0,0,53
1408,16456,78,27,22,14,14,9,1,0,5987,5754,31,0,0,53
1409,16456,79,27,21,13,13,9,1,0,5987,5754,31,0,0,53
1411,16457,78,27,23,13,13,9,1,0,5987,5754,31,0,0,53
1412,16456,78,27,24,13,13,9,1,0,5987,5754,31,0,0,53
1413,16456,78,28,23,13,13,9,1,0,5987,5754,31,0,0,53
1414,16456,78,27,22,13,13,9,1,0,5987,5754,31,0,0,53
1415,16456,79,28,23,13,13,9,1,0,5987,5754,31,0,0,53
1416,16456,81,27,23,13,13,9,1,0,5987,5754,31,0,0,53
